ILDIALCT,ilab_v1,FITS/CSV file dialect
313.200,9.462370e-06,5.338120e-06
313.400,8.116500e-06,5.134860e-06
313.600,5.664040e-06,4.888600e-06
313.800,1.000000e-10,4.531690e-06
314.000,1.000000e-10,4.053760e-06
314.200,1.000000e-10,3.506940e-06
314.400,1.792900e-06,2.986180e-06
314.600,1.000000e-10,2.598110e-06
314.800,4.532400e-07,2.430000e-06
315.000,5.095220e-06,2.514390e-06
315.200,1.000000e-10,2.828410e-06
315.400,1.000000e-10,3.298570e-06
315.600,1.149290e-06,3.819520e-06
315.800,1.000000e-10,4.276970e-06
316.000,1.000000e-10,4.569110e-06
316.200,1.102460e-05,4.633190e-06
316.400,1.643600e-07,4.452300e-06
316.600,1.000000e-10,4.061100e-06
316.800,3.586180e-06,3.529440e-06
317.000,2.763990e-06,2.945890e-06
317.200,1.000000e-10,2.397790e-06
317.400,1.000000e-10,1.958180e-06
317.600,1.000000e-10,1.673320e-06
317.800,1.000000e-10,1.560440e-06
318.000,1.000000e-10,1.608780e-06
318.200,1.721400e-07,1.787470e-06
318.400,5.505700e-06,2.055230e-06
318.600,3.062100e-06,2.368330e-06
318.800,2.080370e-06,2.692350e-06
319.000,1.000000e-10,3.013670e-06
319.200,1.000000e-10,3.345730e-06
319.400,4.382610e-06,3.723490e-06
319.600,1.000000e-10,4.186920e-06
319.800,5.407720e-06,4.746930e-06
320.000,1.171580e-06,5.377540e-06
320.200,4.600570e-06,6.010840e-06
320.400,1.000000e-10,6.553390e-06
320.600,1.290185e-05,6.922100e-06
320.800,1.000000e-10,7.077980e-06
321.000,1.000000e-10,7.045010e-06
321.200,2.580530e-06,6.901050e-06
321.400,1.000000e-10,6.744340e-06
321.600,1.000000e-10,6.648680e-06
321.800,7.954730e-06,6.632480e-06
322.000,1.000000e-10,6.647670e-06
322.200,5.845320e-06,6.606350e-06
322.400,1.002056e-05,6.421820e-06
322.600,1.000000e-10,6.049380e-06
322.800,4.603690e-06,5.500700e-06
323.000,3.276180e-06,4.844340e-06
