ILDIALCT,ilab_v1,FITS/CSV file dialect
559.000,1.000000e-10,1.580420e-06
560.000,1.651520e-06,1.570860e-06
561.000,1.683060e-06,1.558120e-06
562.000,2.315240e-06,1.549970e-06
563.000,4.939300e-07,1.560300e-06
564.000,1.134740e-06,1.601170e-06
565.000,1.917620e-06,1.674940e-06
566.000,4.599500e-07,1.770900e-06
567.000,3.714060e-06,1.865600e-06
568.000,1.000000e-10,1.927310e-06
569.000,1.170370e-06,1.927920e-06
570.000,1.000000e-10,1.850160e-06
571.000,2.841260e-06,1.692550e-06
572.000,4.111000e-07,1.469760e-06
573.000,1.000000e-10,1.209550e-06
574.000,8.816300e-07,9.485600e-07
575.000,1.477640e-06,7.257100e-07
576.000,1.031000e-08,5.762700e-07
577.000,1.000000e-10,5.253100e-07
578.000,1.000000e-10,5.825300e-07
579.000,1.000000e-10,7.368700e-07
580.000,4.822700e-07,9.559400e-07
581.000,1.784770e-06,1.192280e-06
582.000,2.850980e-06,1.393770e-06
583.000,1.830180e-06,1.516410e-06
584.000,1.000000e-10,1.539640e-06
585.000,1.585320e-06,1.468540e-06
586.000,1.127810e-06,1.332010e-06
587.000,4.349500e-07,1.174160e-06
588.000,3.795100e-07,1.040810e-06
589.000,9.534800e-07,9.661000e-07
590.000,1.556490e-06,9.672800e-07
591.000,6.426300e-07,1.043550e-06
592.000,1.616880e-06,1.179840e-06
593.000,7.961300e-07,1.353050e-06
594.000,1.565030e-06,1.539300e-06
595.000,2.491580e-06,1.717610e-06
596.000,2.518600e-06,1.871570e-06
597.000,1.424710e-06,1.988250e-06
598.000,1.000000e-10,2.057720e-06
599.000,2.109760e-06,2.071740e-06
600.000,1.000000e-10,2.025730e-06
601.000,2.343220e-06,1.921460e-06
602.000,2.062410e-06,1.770450e-06
603.000,1.464430e-06,1.595830e-06
604.000,7.803300e-07,1.428330e-06
605.000,1.277230e-06,1.300780e-06
606.000,7.371000e-07,1.238770e-06
607.000,8.180900e-07,1.250050e-06
608.000,1.178530e-06,1.321770e-06
609.000,1.428070e-06,1.425440e-06
610.000,2.233370e-06,1.524970e-06
611.000,1.000000e-10,1.591400e-06
612.000,2.737390e-06,1.611090e-06
613.000,4.277700e-07,1.588360e-06
614.000,1.000000e-10,1.540110e-06
615.000,1.000000e-10,1.486460e-06
616.000,1.140330e-06,1.441900e-06
617.000,2.991530e-06,1.410770e-06
618.000,1.000000e-10,1.389840e-06
619.000,4.072900e-07,1.372960e-06
620.000,2.038440e-06,1.356610e-06
621.000,9.028100e-07,1.342080e-06
622.000,5.424600e-07,1.333470e-06
623.000,1.820710e-06,1.334160e-06
624.000,1.191390e-06,1.343100e-06
625.000,2.099380e-06,1.353090e-06
626.000,1.000000e-10,1.354190e-06
627.000,6.679000e-07,1.337660e-06
628.000,1.301370e-06,1.300580e-06
629.000,1.000000e-10,1.249920e-06
630.000,1.954660e-06,1.198010e-06
631.000,6.295400e-07,1.160810e-06
632.000,1.000000e-10,1.152180e-06
633.000,4.404800e-07,1.178860e-06
634.000,1.232420e-06,1.240490e-06
635.000,2.831850e-06,1.328050e-06
636.000,1.597640e-06,1.427750e-06
637.000,1.032690e-06,1.527020e-06
638.000,1.551860e-06,1.615070e-06
639.000,9.727700e-07,1.685720e-06
640.000,2.471050e-06,1.737000e-06
641.000,2.713170e-06,1.769500e-06
642.000,6.526100e-07,1.785230e-06
643.000,2.185380e-06,1.784740e-06
644.000,1.000000e-10,1.766370e-06
645.000,1.322860e-06,1.726210e-06
646.000,1.812200e-06,1.660520e-06
647.000,1.178260e-06,1.568860e-06
648.000,2.271490e-06,1.456610e-06
649.000,2.158610e-06,1.336610e-06
650.000,4.940000e-07,1.226340e-06
651.000,1.000000e-10,1.143740e-06
652.000,5.212000e-08,1.102000e-06
653.000,1.660860e-06,1.104010e-06
654.000,1.774170e-06,1.141230e-06
655.000,1.921740e-06,1.199200e-06
656.000,1.000000e-10,1.264210e-06
657.000,8.643800e-07,1.325510e-06
658.000,1.636850e-06,1.376550e-06
659.000,1.313260e-06,1.409590e-06
660.000,1.000000e-10,1.406630e-06
661.000,1.991240e-06,1.318320e-06
662.000,1.000000e-10,1.060960e-06
663.000,3.488330e-06,8.041800e-07
664.000,1.000000e-10,3.341020e-06
665.000,2.338370e-06,6.410460e-06
666.000,3.930540e-06,-5.266475e-05
667.000,9.012080e-06,-3.821944e-04
668.000,1.077657e-05,-1.385408e-03
669.000,1.208201e-05,-3.608318e-03
670.000,2.338534e-05,-7.541913e-03
671.000,4.033290e-05,-1.322837e-02
672.000,7.695590e-05,-1.969018e-02
673.000,1.633831e-04,-2.437243e-02
674.000,3.834993e-04,-2.288671e-02
675.000,1.004547e-03,-9.336937e-03
676.000,3.143708e-03,2.262752e-02
677.000,1.279087e-02,7.815659e-02
678.000,6.489857e-02,1.593783e-01
679.000,2.237466e-01,2.639842e-01
680.000,4.639893e-01,3.847078e-01
681.000,6.671242e-01,5.099357e-01
682.000,7.577699e-01,6.253805e-01
683.000,7.869293e-01,7.164668e-01
684.000,8.186913e-01,7.709193e-01
685.000,8.450924e-01,7.810277e-01
686.000,8.327231e-01,7.451371e-01
687.000,7.323791e-01,6.680523e-01
688.000,5.259862e-01,5.602306e-01
689.000,2.827443e-01,4.358646e-01
690.000,1.087651e-01,3.102228e-01
691.000,3.117189e-02,1.968401e-01
