ILDIALCT,ilab_v1,FITS/CSV file dialect
690.000,1.000000e-10,1.721610e-06
691.000,1.000000e-10,1.850720e-06
692.000,2.207990e-06,1.886300e-06
693.000,1.000000e-10,1.828530e-06
694.000,1.000000e-10,1.687770e-06
695.000,1.000000e-10,1.488530e-06
696.000,1.149560e-06,1.264060e-06
697.000,1.000000e-10,1.053460e-06
698.000,1.000000e-10,8.935200e-07
699.000,3.149900e-07,8.122500e-07
700.000,1.000000e-10,8.238300e-07
701.000,1.000000e-10,9.235200e-07
702.000,1.149240e-06,1.089390e-06
703.000,1.614850e-06,1.286900e-06
704.000,1.000000e-10,1.476600e-06
705.000,1.000000e-10,1.622730e-06
706.000,1.000000e-10,1.700250e-06
707.000,2.172240e-06,1.698750e-06
708.000,1.282730e-06,1.622260e-06
709.000,1.000000e-10,1.488260e-06
710.000,8.904400e-07,1.323740e-06
711.000,1.896330e-06,1.160940e-06
712.000,1.268150e-06,1.033460e-06
713.000,8.649000e-08,9.714900e-07
714.000,6.273000e-07,9.960800e-07
715.000,1.015330e-06,1.112850e-06
716.000,1.174720e-06,1.307620e-06
717.000,1.000000e-10,1.547240e-06
718.000,1.000000e-10,1.785340e-06
719.000,1.000000e-10,1.974830e-06
720.000,2.856530e-06,2.081530e-06
721.000,3.555330e-06,2.094180e-06
722.000,1.505220e-06,2.027320e-06
723.000,5.044100e-07,1.915540e-06
724.000,1.000000e-10,1.800910e-06
725.000,1.000000e-10,1.718380e-06
726.000,2.147770e-06,1.685520e-06
727.000,1.000000e-10,1.698260e-06
728.000,1.000000e-10,1.734990e-06
729.000,1.000000e-10,1.764180e-06
730.000,1.393830e-06,1.754950e-06
731.000,2.364110e-06,1.686840e-06
732.000,1.000000e-10,1.555130e-06
733.000,1.000000e-10,1.371640e-06
734.000,1.000000e-10,1.161100e-06
735.000,1.000000e-10,9.542000e-07
736.000,6.028000e-08,7.792000e-07
737.000,1.000000e-10,6.547900e-07
738.000,1.000000e-10,5.868300e-07
739.000,1.000000e-10,5.680800e-07
740.000,1.080220e-06,5.834400e-07
741.000,1.000000e-10,6.163400e-07
742.000,1.000000e-10,6.517500e-07
743.000,2.936400e-07,6.805100e-07
744.000,1.000000e-10,6.977200e-07
745.000,1.000000e-10,7.021600e-07
746.000,1.000000e-10,6.967500e-07
747.000,1.245270e-06,6.888500e-07
748.000,1.000000e-10,6.911400e-07
749.000,2.538700e-07,7.180500e-07
750.000,3.247000e-07,7.806800e-07
751.000,1.000000e-10,8.794400e-07
752.000,1.000000e-10,1.000920e-06
753.000,1.000000e-10,1.118000e-06
754.000,1.485280e-06,1.198530e-06
755.000,3.095360e-06,1.217530e-06
756.000,7.393700e-07,1.168640e-06
757.000,1.000000e-10,1.070230e-06
758.000,9.024000e-07,9.596100e-07
759.000,1.132300e-07,8.799100e-07
760.000,1.000000e-10,8.638000e-07
761.000,2.421300e-07,9.214900e-07
762.000,1.000000e-10,1.037530e-06
763.000,1.000000e-10,1.178620e-06
764.000,3.077040e-06,1.306890e-06
765.000,1.035270e-06,1.393190e-06
766.000,1.000000e-10,1.424700e-06
767.000,6.084800e-07,1.406160e-06
768.000,1.000000e-10,1.353050e-06
769.000,2.057550e-06,1.283450e-06
770.000,9.549300e-07,1.212360e-06
771.000,1.142240e-06,1.148520e-06
772.000,1.000000e-10,1.097640e-06
773.000,1.000000e-10,1.061560e-06
