# 10 Jun 2021; convolved with Kurucz, unnormalized
# Wavelength(nm)  Flambda(ergs/cm^s/s/nm)
1049.90 746.1359
1050.65 746.8798
1051.41 747.5701
1052.16 748.2556
1052.91 748.6657
1053.67 748.8585
1054.42 749.0445
1055.18 749.2236
1055.93 749.3959
1056.68 749.5613
1057.44 749.7198
1058.19 749.8496
1058.95 749.9553
1059.70 750.0539
1060.45 750.1454
1061.21 750.23
1061.96 750.3075
1062.72 750.3779
1063.47 750.374
1064.22 750.3031
1064.98 750.2245
1065.73 750.1384
1066.49 750.0447
1067.24 749.9433
1067.99 749.8344
1068.75 749.8914
1069.50 750.1442
1070.26 750.3911
1071.01 750.632
1071.76 750.867
1072.52 751.096
1073.27 751.319
1074.03 751.5706
1074.78 751.8797
1075.53 752.1833
1076.29 752.4813
1077.04 752.7738
1077.80 753.0608
1078.55 753.3422
1079.30 753.5689
1080.06 753.6124
1080.81 753.6495
1081.57 753.68
1082.32 753.7041
1083.07 753.7217
1083.83 753.7327
1084.58 753.7337
1085.34 753.646
1086.09 753.5514
1086.84 753.45
1087.60 753.3417
1088.35 753.2266
1089.11 753.1046
1089.86 752.9758
1090.61 752.8083
1091.37 752.6271
1092.12 752.439
1092.88 752.2439
1093.63 752.0417
1094.38 751.8326
1095.14 751.6164
1095.89 752.1694
1096.65 753.2981
1097.40 754.4252
1098.15 755.5508
1098.91 756.6749
1099.66 757.7974
1100.42 758.5998
1101.17 759.1854
1101.92 759.8748
1102.68 760.5636
1103.43 761.2518
1104.19 761.9394
1104.94 762.6265
1105.69 763.3129
1106.45 763.9987
1107.20 764.0231
1107.96 764.0254
1108.71 764.0254
1109.46 764.0231
1110.22 764.0186
1110.97 764.0119
1111.73 764.0029
1112.48 763.8158
1113.23 763.5136
1113.99 763.2084
1114.74 762.9002
1115.50 762.5891
1116.25 762.2751
1117.00 761.9581
1117.76 761.6185
1118.51 761.2017
1119.27 760.7817
1120.02 760.3585
1120.77 759.9321
1121.53 759.5026
1122.28 759.0699
1123.04 758.6341
1123.79 758.2392
1124.54 757.8536
1125.30 757.4649
1126.05 757.0732
1126.81 756.6785
1127.56 756.2807
1128.31 755.8799
1129.07 755.5413
1129.82 755.3413
1130.58 755.1388
1131.33 754.9337
1132.08 754.7261
1132.84 754.5159
1133.59 754.3032
1134.35 754.0879
1135.10 753.9112
1135.85 753.7426
1136.61 753.5715
1137.36 753.3981
1138.12 753.2222
1138.87 753.0439
1139.62 752.8631
1140.38 752.8126
1141.13 753.1331
1141.89 753.4524
1142.64 753.7703
1143.39 754.087
1144.15 754.4025
1144.90 754.7166
1145.66 755.0295
1146.41 755.2417
1147.16 755.4047
1147.92 755.5661
1148.67 755.7258
1149.43 755.884
1150.18 755.9585
1150.93 755.77
1151.69 755.5427
1152.44 754.6015
1153.20 753.6584
1153.95 752.7133
1154.70 751.7662
1155.46 750.8171
1156.21 749.8661
1156.97 748.913
1157.72 747.962
1158.47 747.0151
1159.23 746.0662
1159.98 745.1153
1160.74 744.1625
1161.49 743.2077
1162.24 742.2509
1163.00 741.2922
1163.75 740.7867
1164.51 740.4824
1165.26 740.177
1166.01 739.8704
1166.77 739.5629
1167.52 739.2542
1168.28 738.9444
1169.03 738.6336
1169.78 738.1328
1170.54 737.6228
1171.29 737.1115
1172.05 736.5988
1172.80 736.0848
1173.55 735.5695
1174.31 735.0527
1175.06 734.4789
1175.82 733.6633
1176.57 732.8459
1177.32 732.0268
1178.08 731.206
1178.83 730.3834
1179.59 729.559
1180.34 728.733
1181.09 728.0022
1181.85 727.4305
1182.60 726.8574
1183.36 726.283
1184.11 725.7071
1184.86 725.1298
1185.62 724.5512
1186.37 723.9711
1187.13 723.446
1187.88 722.9706
1188.63 722.494
1189.39 722.0161
1190.14 721.5369
1190.90 721.0565
1191.65 720.5748
1192.40 720.0919
1193.16 719.3603
1193.91 718.4758
1194.67 717.5895
1195.42 716.7015
1196.17 715.8117
1196.93 714.92
1197.68 714.0267
1198.44 713.1315
1199.19 712.4818
1199.94 711.9419
1200.70 711.3393
1201.45 710.7307
1202.21 710.1209
1202.96 709.51
1203.71 708.898
1204.47 708.2849
1205.22 708.0352
1205.98 707.9275
1206.73 707.8192
1207.48 707.7104
1208.24 707.601
1208.99 707.4911
1209.75 707.3805
1210.50 707.2695
